20038,无效账户-合约账户标识码与申报交易单元对应的结算账号不一致;保证金查询指令中的结算账号与交易单元不匹配或交易单元无对应结算账号
20039,重复申报-网上发行重复认购;询价重复或报价重复
20040,无效单元-非证券金融公司专用交易单元申报借入委托;证券金融公司专用交易单元申报出借委托;非金交所专用交易单元申报委托;
20041,股份卖空-解押业务中对应的已质押股份不足
20042,股份卖空-解押业务中对应的标准券不足
20046,无法成交-市价委托不满足成交条件撤单
20047,规模超限-基金累计申购或赎回总规模超限;质押式报价回购总规模超限;国际市场互联额度不可用
20048,规模超限-单个账户基金累计申购或赎回规模超限
20049,规模超限-基金净申购或净赎回总规模超限
20050,规模超限-单个账户基金净申购或净赎回规模超限
20051,购回期限错误-回购天数超过业务限制
20055,无效会员-会员无对应业务的交易权限
20056,无效账户-非业务指定交易的证券账户
20059,金额超限-当日净买入金额超出设定限额
20060,仓位不足-期权平仓检查时,可平数量不足;质押式报价回购提前购回时,申报数量大于未到期合约数量;期权构建组合申报时,成份合约单腿持仓不足;期权解除组合或组合策略单边平仓时,组合策略持仓不足或申报的组合流水号对应的持仓不存在
20061,交易量超限-超过投资者交易量限额
20062,持仓超限-超过结算参与人持仓限额
20063,持仓超限-超过投资者持仓限额
20064,资金不足-结算参与人可用资金不足
20065,平台已关闭-平台已关闭
20067,备兑标签错-备兑标签错误,只有卖开认购合约或买平认购合约时备兑标签可以为备兑
20068,结算机构错-结算机构代码错误
20069,无效账户-委托中的账户为结算受限账户
20070,无效账户-委托中的账户为不合格账户
20071,OwnerType错误-强平主动撤单的OwnerType必须与原委托的一致
20073,报价错误-双边报价申报的买价必须低于卖价
20074,无效业务-强平委托必须是限价委托
20075,报价撤销-报价被更新或撤销
20076,申报方式错误-竞价委托申报方式错误,TimeInForce、OrdType、MaxPriceLevels、MinQty字段的组合不合法
20077,无报价权限-无做市报价权限
20078,交易量超限-超过结算参与人交易量限额
20079,减持额度不足-受限股份减持,可用额度不足
20095,撤单请求错误-主动撤单请求的applid或证券id与原委托的不一致
20096,无法撤销-主动撤单请求目标委托不能被撤销
20097,委托不存在-主动撤单未找到原始委托或者没有可以被撤销的报价
20099,重单-重单
20101,应用标识错-应用标识错误
20102,证券非法-证券不支持所申报的业务
20103,解包失败-解包失败
20104,平台未开放-平台未开放
20105,交易单元错-网关对交易单元无权限
20106,字段错误-字段取值错误
20107,消息类型非法-不支持的消息类型
20108,平台非法-委托申报的平台错误,例如向现货集中竞价平台申报发行认购业务的委托
20110,价格类型错-价格类型错误
20111,无效单元-成交申报中的多方交易单元不属于同一会员;债券质押式协议回购委托中的本方交易单元不属于本方交易商
20112,无权限-网关无申报委托权限
20113,服务暂停-资金查询服务暂停
20114,临时停市拒绝-临时停市拒绝
20115,申报方式错误-成交申报报文TradeHandlingInstr、TradeReportTransType、TradeReportType字段组合不合法
20116,申报方式错误-成交请求发起方错误
20117,无效账户-证券账户无三方回购业务的正/逆回购权限
20118,篮子非法-三方回购申报的篮子个数超限;三方回购交易业务申报的篮子编号不在质押券篮子清单范围内
20119,质押券非法-质押券或交付债券个数不符合业务要求
20120,质押券非法-债券质押式协议回购初始交易、质押券变更的质押券不在协议回购业务允许的质押券范围内;三方回购初始交易申报的指定质押券不在申报的质押券篮子内;三方回购补券申报的证券及换券申报的换入证券不在其对应的在途合约指定质押券篮子内
20121,质押券非法-三方回购初始交易、补券、换券（仅换入）申报的指定质押券全天停牌;债券质押式协议回购、债券借贷业务初始交易、质押券变更委托或债券借贷到期续做委托中的质押券全天停牌;债券质押式协议回购到期续做时在途合约已质押券全天停牌
20122,质押券非法-三方回购换券申报的换出证券不在其对应的在途合约质押券列表中
20123,无效单元-成交申报中的对手方交易单元不存在
20124,回购期限错误-三方回购初始交易指定质押券的到期日小于合约到期日;三方回购到期续做对应在途合约质押券到期日小于续做合约到期日;债券质押式协议回购初始交易指定质押券的到期日小于合约到期日;债券质押式协议回购到期续做对应在途合约质押券到期日小于续做合约到期日;债券质押式协议回购质押券变更指定质押券的到期日小于对应在途合约的到期日
20125,合约不存在对应合约不存在
20126,业务禁止-协议回购、三方回购的到期购回、到期续做委托对应的在途合约不是当日到期合约;三方回购提前购回、换券、补券对应的在途合约不是未到期合约;协议回购提前购回、质押券变更或债券借贷提前终止、质押券变更对应的在途合约不是未到期合约;债券借贷到期结算、到期续做委托对应的在途合约不是当日到期合约或处在宽限期的合约
20127,业务禁止-委托申报单元、证券账户、交易商代码、交易主体代码、交易主体类型与对应合约不一致
20128,金额非法-三方回购到期续做金额超过原合约金额;三方回购提前购回金额小于原合约金额;三方回购解除质押金额（场内结算）小于原合约金额
20129,证券非法-三方回购入库证券不在质押券篮子清单范围内;期权构建、解除组合或行权指令合并申报时,成份合约标的证券与委托中SecurityID不一致
20130,无对手方-成交请求模式下确认方发起的委托未找到提交方申报的委托
20131,业务禁止-协议回购、三方回购、债券借贷在途合约当前状态不允许申报该类别委托,比如已对合约申报了到期购回,则不能再次申报到期购回或到期续做
20132,业务禁止-期权构建组合或行权指令合并申报时,合约的标的、合约单位、到期日不符规则
20133,业务禁止-成份合约已过组合自动解除日
20134,业务禁止-合约不支持申报的策略
20135,业务禁止-期权构建组合或行权指令合并申报时,委托成份合约个数不符规则
20136,数量非法-委托成份合约数量不符规则
20137,业务禁止-委托成份合约权利仓/义务仓不符规则
20138,业务禁止-期权构建组合或行权指令合并申报时,委托成份合约认购/认沽不符规则
20139,业务禁止-期权构建组合或行权指令合并申报时,委托成份合约行权价不符规则
20140,业务禁止-解除组合,申报的组合流水号对应组合策略持仓的参与人信息与委托中的不一致
20143,无效交易主体-交易商或对手方交易商未报备申报的交易主体代码、交易主体类型;对手方交易商未报备接收转发消息的交易单元
20144,无效交易员-交易商未报备申报的交易员代码
20145,无效账户-证券账户在交易商已报备的交易主体账户列表中不存在
20146,订单已超时-订单已超时
20147,询价交易-ID重复询价请求QuoteReqID、报价QuoteID、报价回复QuoteRespID重复
20149,无效账户-债券转让业务回售转售中,卖委托的证券账户非回售转售专用账户
20150,结算方式错误-结算方式错误
20151,结算周期错误-结算周期错误
20153,借贷期限错-债券借贷初始交易、到期续做标的券的到期日小于合约的到期日
20154,借贷费用-场内支付金额错借贷费用场内支付金额大于借贷费用金额
20155,申报宽限期错-申报宽限期不符合规则20156业务禁止标的券非法
20157,业务禁止-换出质押券不足
20158,业务禁止-债券借贷在途合约不允许申报解除质押
20159,标的券非法-债券借贷初始交易、到期续做的标的券不在允许的标的券范围内;债券借贷提前终止、到期结算已摘牌标的证券不能指定数量
20160,标的券非法-债券借贷初始交易、到期续做的标的券全天停牌
20161,券面总额非法-标的证券券面总额不符合规则
20162,券面总额非法-质押券券面总额不符合规则
20163,借贷期限错-债券借贷的到期日不为交易日
20164,竞买日期错误-竞买预约日期超过业务限制
20165,重复申报-同一证券账户在同一个竞买日对于同一证券代码存在多笔有效竞买预约申报;
20166,无法成交-竞买发起或应价申报不满足成交条件
20167,证券临时停牌-证券发生过临时停牌
20168,竞买不存在-竞买发起申报找不到对应的有效竞买预约申报;竞买应价申报找不到对应的有效竞买发起申报
20169,价格错误-单一主体竞买应价申报委托价格低于或等于当前委托簿中应价申报的委托价格
20170,竞买预约已生效-竞买预约已申报了竞买发起
20201,议案代码错-议案号和子议案号错误
20202,表决意见错-投票意向错误;投票数量应为大于等于0的整数
29995,市场互联拒绝-港股通撤单请求被联交所拒绝,具体拒绝原因代码见RejectText
29996,市场互联拒绝-港股通委托被联交所自动撤销,具体撤销原因代码见RejectText,撤销原因说明见IMCRejectText
29997,市场互联拒绝-港股通委托被联交所拒绝,具体拒绝原因代码见RejectText,拒绝原因说明见IMCRejectText
29998,市场互联拒绝-港股通委托被联交所拒绝,具体拒绝原因代码见RejectText,拒绝原因说明见IMCRejectText
29999,其他错误
